4.310220469000000776e+02,4.271479217099999914e+01,3.422074484219999846e+01,3.167069943599999959e+01,2.777444137710000049e+01,2.779297991760000386e+01,2.702919204900000594e+01,2.854935237000000470e+01,3.292444792799999931e+01,3.069240765180000707e+01,3.124617525239999694e+01,3.782162895000000447e+01,3.067716594013199938e+01,3.702169546286400958e+01,3.840841983321720932e+01,3.277477605362760471e+01,3.600235556100000167e+01,3.943658830199999699e+01,4.378401088891200033e+01,3.558047248212000113e+01,3.463597760999999764e+01,3.623865030588000025e+01,2.411910996407999264e+01,1.786629420000000223e+01,2.613375414000000063e+01,3.584709330935999816e+01,2.692995479999999731e+01,2.570093011199999822e+01,2.832192257400000557e+01,2.249176439999999744e+01,3.245240292000000437e+01,2.996224328999999642e+01
4.271479217100000625e+01,1.829137926321000123e+02,3.119469784241999832e+01,2.887278389459999772e+01,2.532102351570000209e+01,2.533792447920000157e+01,2.464160478300000534e+01,2.602748379000000156e+01,3.001611117600000611e+01,2.798123517060000864e+01,2.848591427783999919e+01,3.447975885000001028e+01,2.796655989075119919e+01,3.374970734802240457e+01,3.501407041712208468e+01,2.987806222272870116e+01,3.282081031439999919e+01,3.595082370450000298e+01,3.991083538452839719e+01,3.243692945389199878e+01,3.157689886260000023e+01,3.303794540837999705e+01,2.199669051978719025e+01,1.629367442100000218e+01,2.383104794850000019e+01,3.267871199840399754e+01,2.455073737200000039e+01,2.343015667199999896e+01,2.581954116030000179e+01,2.050483763999999809e+01,2.958555145199999714e+01,2.731537299899999738e+01
3.422074484220000556e+01,3.119469784241999832e+01,7.114368496176839471e+02,2.314201395491999591e+01,2.029584467525999969e+01,2.030939149455999981e+01,1.975126253939999899e+01,2.086210172200000201e+01,2.405915107679999920e+01,2.242811403308000351e+01,2.283225961956799921e+01,2.763488231000000539e+01,2.241465012363023845e+01,2.704801673504448090e+01,2.806174624241049642e+01,2.394501349101246035e+01,2.630434173527999775e+01,2.881129859929999881e+01,3.197802359677127981e+01,2.599825010237839962e+01,2.531115446131999391e+01,2.648212091417199687e+01,1.764894234638303416e+01,1.307221205219999938e+01,1.911418260569999461e+01,2.618924242358479759e+01,1.967756453039999798e+01,1.877911060479999605e+01,2.069411295125999928e+01,1.643515232799999737e+01,2.371357693039999504e+01,2.189397077979999651e+01
3.167069943599999604e+01,2.887278389459999772e+01,2.314201395491999591e+01,8.543915880650000361e+01,1.879814237729999959e+01,1.881068952879999756e+01,1.829374688700000107e+01,1.932261331000000126e+01,2.228374106400000088e+01,2.077306402339999991e+01,2.114683648583999798e+01,2.559258105000000327e+01,2.075810325899119846e+01,2.504653471490240335e+01,2.598588262498248014e+01,2.217292300873079824e+01,2.435901810139999313e+01,2.667822835399999803e+01,2.960045373416639691e+01,2.407786338879200017e+01,2.344477139159999979e+01,2.452914857315999342e+01,1.637245954163519457e+01,1.212536973599999968e+01,1.772214771599999850e+01,2.425065312942399487e+01,1.822422235199999463e+01,1.739168454399999675e+01,1.916509703880000259e+01,1.522187463999999579e+01,2.196299055199999373e+01,2.027771157399999424e+01
2.777444137710000049e+01,2.532102351569999854e+01,2.029584467525999969e+01,1.879814237729999959e+01,3.097980292577543793e+01,1.649812044962400037e+01,1.604473026651000467e+01,1.694710878630000295e+01,1.954419818471999903e+01,1.821924240688200314e+01,1.854700390553999867e+01,2.244592378050000292e+01,1.820585040309419966e+01,2.196673768267440252e+01,2.279064918708111520e+01,1.944644971466597383e+01,2.136388276472999692e+01,2.339767278453000188e+01,2.595946764817691843e+01,2.111754813643199924e+01,2.056264637856000022e+01,2.151369171700319782e+01,1.436245691931071455e+01,1.063662146910000139e+01,1.554540897194999971e+01,2.126864899855079472e+01,1.598361561719999990e+01,1.525338754367999705e+01,1.680874844319000161e+01,1.335046019999999878e+01,1.926280685999999776e+01,1.778472019499999490e+01
2.779297991760000031e+01,2.533792447919999802e+01,2.030939149455999981e+01,1.881068952879999756e+01,1.649812044962400037e+01,4.052045738922303997e+01,1.605543960456000008e+01,1.695842043280000055e+01,1.955724330432000357e+01,1.823140316139200223e+01,1.855938343023999693e+01,2.246090570800000563e+01,1.821800221887519555e+01,2.198139976896640135e+01,2.280586120763049962e+01,1.945942959032654329e+01,2.137814246487999625e+01,2.341328997368000131e+01,2.597679475246751579e+01,2.113164341619200215e+01,2.057637127935999644e+01,2.152805140977919507e+01,1.437204339436031475e+01,1.064372106959999975e+01,1.555578502920000084e+01,2.128284513324479477e+01,1.599428416319999791e+01,1.526356868607999928e+01,1.681996773864000261e+01,1.335937119999999645e+01,1.927566415999999805e+01,1.779659091999999632e+01
2.702919204900000949e+01,2.464160478300000889e+01,1.975126253940000254e+01,1.829374688700000107e+01,1.604473026651000467e+01,1.605543960456000363e+01,8.917742148769000323e+02,1.649238059700000747e+01,1.901978437680000411e+01,1.773038007558000828e+01,1.804934701260000196e+01,2.184365029500000688e+01,1.771734740869800362e+01,2.137732181373600682e+01,2.217912596099604627e+01,1.892465871311106795e+01,2.079064281870000386e+01,2.276986178070000832e+01,2.526291805569480076e+01,2.055091789008000802e+01,2.001090536640000295e+01,2.093643206740800267e+01,1.397708062231679804e+01,1.035121752900000480e+01,1.512829147050000245e+01,2.069796438385199977e+01,1.555474006800000275e+01,1.484410561920000049e+01,1.635773276610000337e+01,1.299223800000000040e+01,1.874594340000000159e+01,1.730751705000000129e+01
2.854935237000000470e+01,2.602748379000000156e+01,2.086210172200000201e+01,1.932261331000000126e+01,1.694710878630000295e+01,1.695842043280000055e+01,1.649238059700000747e+01,2.133807375700000080e+02,2.008948418400000335e+01,1.872756194540000507e+01,1.906446803800000112e+01,2.307216835000000543e+01,1.871379630274000050e+01,2.257961288968000346e+01,2.342651164604520275e+01,1.998900851727780292e+01,2.195993823099999886e+01,2.405047129100000447e+01,2.668374060752400467e+01,2.170673083040000151e+01,2.113634723200000209e+01,2.211392687503999710e+01,1.476317157638399458e+01,1.093338477000000175e+01,1.597912816500000055e+01,2.186204742876000040e+01,1.642956084000000416e+01,1.567895929600000038e+01,1.727771499300000002e+01,1.372293999999999770e+01,1.980024200000000079e+01,1.828091650000000001e+01
3.292444792799999931e+01,3.001611117600000256e+01,2.405915107679999920e+01,2.228374106400000088e+01,1.954419818472000259e+01,1.955724330432000357e+01,1.901978437680000411e+01,2.008948418400000335e+01,1.362728132409600221e+03,2.159750000976000450e+01,2.198603586720000180e+01,2.660790324000000595e+01,2.158162482705600027e+01,2.603986525459200863e+01,2.701654849569888128e+01,2.305225917317232387e+01,2.532522746640000122e+01,2.773612793040000213e+01,3.077293722010560018e+01,2.503321685376000261e+01,2.437542382079999825e+01,2.550281437017600084e+01,1.702557968808959998e+01,1.260889048800000189e+01,1.842787767599999782e+01,2.521233521654399823e+01,1.894733769600000173e+01,1.808170890240000261e+01,1.992546871920000129e+01,1.582593600000000045e+01,2.283456480000000255e+01,2.108240759999999980e+01
3.069240765180000352e+01,2.798123517060000154e+01,2.242811403308000351e+01,2.077306402339999991e+01,1.821924240688200314e+01,1.823140316139200223e+01,1.773038007558000828e+01,1.872756194540000507e+01,2.159750000976000450e+01,2.146920446316560174e+02,2.049554109331999996e+01,2.480407916900000842e+01,2.011854620702360208e+01,2.427455006503520352e+01,2.518502122155353362e+01,2.148948214363969811e+01,2.360835956833999916e+01,2.585581835674000217e+01,2.868675386351736023e+01,2.333614517065600680e+01,2.272294576448000214e+01,2.377390735994560345e+01,1.587136809211775734e+01,1.175409858780000150e+01,1.717860038310000093e+01,2.350312059938639919e+01,1.766284475759999850e+01,1.685589935743999845e+01,1.857466554702000394e+01,1.475305160000000093e+01,2.128654588000000203e+01,1.965317231000000220e+01
3.124617525240000404e+01,2.848591427784000274e+01,2.283225961956799921e+01,2.114683648583999798e+01,1.854700390553999867e+01,1.855938343024000048e+01,1.804934701260000196e+01,1.906446803800000112e+01,2.198603586720000180e+01,2.049554109332000351e+01,2.041958887251359727e+02,2.525049821000000350e+01,2.048063831040047589e+01,2.471160518344896317e+01,2.563842786059467471e+01,2.187640756549404131e+01,2.403334654596000064e+01,2.632141608500000274e+01,2.920398503948015900e+01,2.375608184295679948e+01,2.313163583744000107e+01,2.420151578415999793e+01,1.615520296090367580e+01,1.196439213240000043e+01,1.748643649739999972e+01,2.392632906995359576e+01,1.798067923679999680e+01,1.715924204799999586e+01,1.890894652572000467e+01,1.501848745599999724e+01,2.166953190079999558e+01,2.000677078959999378e+01
3.782162895000000447e+01,3.447975885000000318e+01,2.763488231000000184e+01,2.559258104999999972e+01,2.244592378050000647e+01,2.246090570800000208e+01,2.184365029500000688e+01,2.307216835000000188e+01,2.660790324000000595e+01,2.480407916900000487e+01,2.525049820999999994e+01,3.194064825000000383e+02,2.478674069430000060e+01,2.990798041560000442e+01,3.102951919438200434e+01,2.647665758328300356e+01,2.908678108500000192e+01,3.185661438500000386e+01,3.534817980894001010e+01,2.875057260800000591e+01,2.799393272000000010e+01,2.928877127440000194e+01,1.954407356063999401e+01,1.447454295000000180e+01,2.115723577500000019e+01,2.895775904659999966e+01,2.176090139999999806e+01,2.076689056000000377e+01,2.288449195500000144e+01,1.817577999999999960e+01,2.622505400000000009e+01,2.421273550000000441e+01
3.067716594013200293e+01,2.796655989075119919e+01,2.241465012363023845e+01,2.075810325899119846e+01,1.820585040309420322e+01,1.821800221887519911e+01,1.771734740869800362e+01,1.871379630274000050e+01,2.158162482705600382e+01,2.011854620702360563e+01,2.048063831040047944e+01,2.478674069430000415e+01,1.237368937917467520e+02,2.425833567221617670e+01,2.516801201611158234e+01,2.147519381297470886e+01,2.359225675252280041e+01,2.583887572078999995e+01,2.867092533566414758e+01,2.331954845104102603e+01,2.270582482945919978e+01,2.375606694505439620e+01,1.585205243687369681e+01,1.174019989453200097e+01,1.716051773428200278e+01,2.348761482127364530e+01,1.765023540302399851e+01,1.684399657407999840e+01,1.856158063701959904e+01,1.474234611807999862e+01,2.127109939894399915e+01,1.963891107872800035e+01
3.702169546286400958e+01,3.374970734802241168e+01,2.704801673504448090e+01,2.504653471490240335e+01,2.196673768267440252e+01,2.198139976896640135e+01,2.137732181373600682e+01,2.257961288968000702e+01,2.603986525459200507e+01,2.427455006503520707e+01,2.471160518344896317e+01,2.990798041560001153e+01,2.425833567221617315e+01,1.556087598189056393e+02,3.036862677123600918e+01,2.591296637323393881e+01,2.846710434414560353e+01,3.117863827820000466e+01,3.459893843339526143e+01,2.813736217818445695e+01,2.739587624067840110e+01,2.866312631804159849e+01,1.911899814679571818e+01,1.416014417966400352e+01,2.069997017306399911e+01,2.834136931367929435e+01,2.129672242924800329e+01,2.032404844287999879e+01,2.239652555605920625e+01,1.778789708416000082e+01,2.566539436428800158e+01,2.369602004425600228e+01
3.840841983321720221e+01,3.501407041712208468e+01,2.806174624241049287e+01,2.598588262498248014e+01,2.279064918708111875e+01,2.280586120763049962e+01,2.217912596099604627e+01,2.342651164604520631e+01,2.701654849569888128e+01,2.518502122155353007e+01,2.563842786059467471e+01,3.102951919438200790e+01,2.516801201611157879e+01,3.036862677123600562e+01,1.979172885309139360e+02,2.688450751271831152e+01,2.953450933592364080e+01,3.234753933368052969e+01,3.589531483653428978e+01,2.919257553679815587e+01,2.842352588133551450e+01,2.973829354601138775e+01,1.983803966936785557e+01,1.469258627690520136e+01,2.147775293942459740e+01,2.940392647723527375e+01,2.209540870787040134e+01,2.108622363424511548e+01,2.323641301081020316e+01,1.845503665555199646e+01,2.662798146015359535e+01,2.458474525900319563e+01
3.277477605362759761e+01,2.987806222272869761e+01,2.394501349101245680e+01,2.217292300873079469e+01,1.944644971466597383e+01,1.945942959032654329e+01,1.892465871311106440e+01,1.998900851727780292e+01,2.305225917317232387e+01,2.148948214363969456e+01,2.187640756549403775e+01,2.647665758328300001e+01,2.147519381297470531e+01,2.591296637323393881e+01,2.688450751271831152e+01,1.047339903884867454e+02,2.520112800510737827e+01,2.760163479049067803e+01,3.062980259430992191e+01,2.490915579294013327e+01,2.425265488890035570e+01,2.537451555708175377e+01,1.692475336855162737e+01,1.253505234882960018e+01,1.832453338102919815e+01,2.508986525547263824e+01,1.885334005588319428e+01,1.799227304903807934e+01,1.982697795903564142e+01,1.574706829499999827e+01,2.272076996849999730e+01,2.097734455012499666e+01
3.600235556100000167e+01,3.282081031439999919e+01,2.630434173527999775e+01,2.435901810139999668e+01,2.136388276473000047e+01,2.137814246487999981e+01,2.079064281870000741e+01,2.195993823100000242e+01,2.532522746640000122e+01,2.360835956834000271e+01,2.403334654595999709e+01,2.908678108500000548e+01,2.359225675252279686e+01,2.846710434414559998e+01,2.953450933592364436e+01,2.520112800510738182e+01,2.487845286719700198e+03,3.032203726310000036e+01,3.364702274365799894e+01,2.736490851864800433e+01,2.664421376760000015e+01,2.787666141506399953e+01,1.859776336163519161e+01,1.377391670100000098e+01,2.013435292049999958e+01,2.756276683553199547e+01,2.071208605200000008e+01,1.976605471359999555e+01,2.178161796450000054e+01,1.729966335999999671e+01,2.496094284799999485e+01,2.304562297599999710e+01
3.943658830200000409e+01,3.595082370449999587e+01,2.881129859929999881e+01,2.667822835399999803e+01,2.339767278453000188e+01,2.341328997368000131e+01,2.276986178070000477e+01,2.405047129100000447e+01,2.773612793040000213e+01,2.585581835674000217e+01,2.632141608499999919e+01,3.185661438500000386e+01,2.583887572078999995e+01,3.117863827820000111e+01,3.234753933368052969e+01,2.760163479049068158e+01,3.032203726309999681e+01,3.877508171054600552e+03,3.685509159932639989e+01,2.997050596510000275e+01,2.918028424219999906e+01,3.053010788832399669e+01,2.036101835204639343e+01,1.508020549200000282e+01,2.204595455400000148e+01,3.018834341517599640e+01,2.268417866399999738e+01,2.164819429759999991e+01,2.385571084980000478e+01,1.894668019999999586e+01,2.733735285999999931e+01,2.523968469499999756e+01
4.378401088891200033e+01,3.991083538452839719e+01,3.197802359677127626e+01,2.960045373416639336e+01,2.595946764817691843e+01,2.597679475246751579e+01,2.526291805569480076e+01,2.668374060752400112e+01,3.077293722010560018e+01,2.868675386351736378e+01,2.920398503948015545e+01,3.534817980894001010e+01,2.867092533566414403e+01,3.459893843339526143e+01,3.589531483653428268e+01,3.062980259430992547e+01,3.364702274365799894e+01,3.685509159932639278e+01,1.970995556129664408e+02,3.325420157276740696e+01,3.237352414923119426e+01,3.387135305912000405e+01,2.255945890886259164e+01,1.671010187767199895e+01,2.443773210137999996e+01,3.350078828330399006e+01,2.516936168678399710e+01,2.402040591075839515e+01,2.646994982480640246e+01,2.102169881615999358e+01,3.033130829188799282e+01,2.800390592295599390e+01
3.558047248212000113e+01,3.243692945389199878e+01,2.599825010237840317e+01,2.407786338879200017e+01,2.111754813643200634e+01,2.113164341619200570e+01,2.055091789008000802e+01,2.170673083040000506e+01,2.503321685376000261e+01,2.333614517065600680e+01,2.375608184295679948e+01,2.875057260800000947e+01,2.331954845104102603e+01,2.813736217818445695e+01,2.919257553679815942e+01,2.490915579294013682e+01,2.736490851864800433e+01,2.997050596510000631e+01,3.325420157276740696e+01,9.044027123959183712e+01,2.633738127207200108e+01,2.755556929193200233e+01,1.839038948562757980e+01,1.361995551612000277e+01,1.990723490262000439e+01,2.724332128144368070e+01,2.047292173583999997e+01,1.953769376000000335e+01,2.152994165883600530e+01,1.710006277279999765e+01,2.467294771504000295e+01,2.277972647948000073e+01
